actions,categories,open_issues,pull_requests,stars,category
dacbd/create-issue-action,"['project-management', 'open-source-management']",0,0.0,26.0,"['project-management', 'open-source-management']"
reload/github-security-jira,"['project-management', 'security']",3,0.0,32.0,"['project-management', 'security']"
damccorm/tag-ur-it,"['project-management', 'open-source-management']",5,6.0,25.0,"['project-management', 'open-source-management']"
andrew-chen-wang/github-wiki-action,"['project-management', 'publishing']",1,1.0,26.0,"['project-management', 'publishing']"
fuxingloh/multi-labeler,"['project-management', 'utilities']",5,18.0,24.0,"['project-management', 'utilities']"
konradpabjan/move-labeled-or-milestoned-issue,['project-management'],8,5.0,26.0,['project-management']
bagbyte/use-private-action,"['project-management', 'utilities']",3,11.0,23.0,"['project-management', 'utilities']"
actions-ecosystem/action-add-labels,"['project-management', 'utilities']",10,28.0,83.0,"['project-management', 'utilities']"
technote-space/create-pr-action,"['project-management', 'utilities']",0,2.0,29.0,"['project-management', 'utilities']"
tkt-actions/add-issue-links,"['project-management', 'open-source-management']",1,0.0,21.0,"['project-management', 'open-source-management']"
probot/stale-action,"['project-management', 'open-source-management']",0,2.0,18.0,"['project-management', 'open-source-management']"
kentaro-m/add-an-issue-reference-action,"['project-management', 'utilities']",0,11.0,18.0,"['project-management', 'utilities']"
guilhem/rss-issues-action,"['project-management', 'utilities']",1,5.0,18.0,"['project-management', 'utilities']"
tryfabric/memorable-milestones,"['project-management', 'open-source-management']",3,2.0,20.0,"['project-management', 'open-source-management']"
farmersdog/clubhouse-workflow-action,"['project-management', 'reporting']",0,0.0,17.0,"['project-management', 'reporting']"
logerfo/gitflow-action,"['project-management', 'utilities']",16,7.0,19.0,"['project-management', 'utilities']"
asana/create-app-attachment-github-action,['project-management'],9,2.0,18.0,['project-management']
hungluu/move-tasks,"['project-management', 'open-source-management']",0,0.0,17.0,"['project-management', 'open-source-management']"
hecateapp/dispatch-action,"['project-management', 'reporting']",0,2.0,17.0,"['project-management', 'reporting']"
sobolevn/restrict-cursing-action,"['project-management', 'support']",4,3.0,20.0,"['project-management', 'support']"
jonabc/sync-task-issues,['project-management'],3,1.0,17.0,['project-management']
atlassian/gajira-comment,"['project-management', 'support']",6,3.0,20.0,"['project-management', 'support']"
gleich/gh_fsync,"['project-management', 'utilities']",1,0.0,17.0,"['project-management', 'utilities']"
asana/comment-on-task-github-action,['project-management'],5,1.0,17.0,['project-management']
lowply/issue-from-template,"['project-management', 'reporting']",0,0.0,17.0,"['project-management', 'reporting']"
wcchristian/gh-action-notion-card,['project-management'],3,0.0,18.0,['project-management']
paulfantom/periodic-labeler,"['project-management', 'open-source-management']",3,0.0,15.0,"['project-management', 'open-source-management']"
canastro/copy-action,['project-management'],7,0.0,22.0,['project-management']
jessicazu/trello-github-actions,['project-management'],1,6.0,26.0,['project-management']
bhacaz/checkout-files,"['project-management', 'utilities']",6,1.0,24.0,"['project-management', 'utilities']"
samspills/assign-pr-to-author,"['project-management', 'utilities']",2,7.0,14.0,"['project-management', 'utilities']"
tryfabric/notion-github-action,['project-management'],4,11.0,49.0,['project-management']
camelotls/actions-jira-integration,"['project-management', 'reporting']",2,14.0,15.0,"['project-management', 'reporting']"
vemel/update-changelog,"['project-management', 'utilities']",1,1.0,15.0,"['project-management', 'utilities']"
eps1lon/actions-label-merge-conflict,"['project-management', 'open-source-management']",8,1.0,25.0,"['project-management', 'open-source-management']"
derjuulsn/todo-issue,"['project-management', 'utilities']",1,0.0,17.0,"['project-management', 'utilities']"
tinkurlab/issue-labeler-action,['project-management'],2,0.0,13.0,['project-management']
cats-oss/github-action-auto-assign,"['project-management', 'utilities']",7,5.0,16.0,"['project-management', 'utilities']"
innerspacetrainings/prace.js,"['project-management', 'utilities']",1,10.0,12.0,"['project-management', 'utilities']"
technote-space/create-project-card-action,"['project-management', 'utilities']",6,2.0,15.0,"['project-management', 'utilities']"
1natsu172/github-action-auto-card-assign,['project-management'],2,11.0,12.0,['project-management']
jenschelkopf/issue-label-notification-action,"['project-management', 'support']",4,14.0,25.0,"['project-management', 'support']"
yogevbd/enforce-label-action,"['project-management', 'open-source-management']",3,3.0,18.0,"['project-management', 'open-source-management']"
fregante/title-to-labels-action,"['project-management', 'community']",2,0.0,13.0,"['project-management', 'community']"
sonia-corporation/stale,"['project-management', 'utilities']",5,16.0,15.0,"['project-management', 'utilities']"
elstudio/actions-settings,"['project-management', 'community']",3,5.0,16.0,"['project-management', 'community']"
dropseed/changerelease,"['project-management', 'publishing']",1,1.0,28.0,"['project-management', 'publishing']"
mentimeter/morty,"['project-management', 'time-tracking']",3,0.0,12.0,"['project-management', 'time-tracking']"
canarysautomations/pr-update-work-item-state,"['project-management', 'utilities']",1,2.0,12.0,"['project-management', 'utilities']"
jmuchovej/paperpile-notion,"['project-management', 'utilities']",7,1.0,13.0,"['project-management', 'utilities']"
eddiehubcommunity/gh-action-open-source-labels,"['project-management', 'open-source-management']",2,0.0,20.0,"['project-management', 'open-source-management']"
uribo/bucky,"['project-management', 'publishing']",0,0.0,11.0,"['project-management', 'publishing']"
delivered/attach-to-trello-card-action,['project-management'],2,9.0,12.0,['project-management']
textileio/github-action-buckets,"['project-management', 'publishing']",0,13.0,11.0,"['project-management', 'publishing']"
actions-ecosystem/action-remove-labels,"['project-management', 'utilities']",4,26.0,46.0,"['project-management', 'utilities']"
ribtoks/parent-issue-update,['project-management'],4,4.0,12.0,['project-management']
m19c/action-lerna,"['project-management', 'utilities']",1,0.0,9.0,"['project-management', 'utilities']"
konradpabjan/actions-add-new-issue-to-column,['project-management'],7,5.0,13.0,['project-management']
ppapapetrou76/virtual-assistant,"['project-management', 'utilities']",1,0.0,10.0,"['project-management', 'utilities']"
rocktimsaikia/badge-it,"['project-management', 'utilities']",3,3.0,10.0,"['project-management', 'utilities']"
steph0/dotenv-configserver,"['continuous-integration', 'project-management']",0,3.0,10.0,"['continuous-integration', 'project-management']"
derekprior/add-autoresponse,"['project-management', 'open-source-management']",0,0.0,9.0,"['project-management', 'open-source-management']"
ajilraju/actions-date,"['time-tracking', 'utilities']",1,0.0,10.0,"['time-tracking', 'utilities']"
alice-biometrics/release-creator,"['project-management', 'publishing']",1,0.0,9.0,"['project-management', 'publishing']"
mb2dev/github-action-comment-pull-request,"['continuous-integration', 'project-management']",0,3.0,12.0,"['continuous-integration', 'project-management']"
jules2689/adr-actions,"['project-management', 'utilities']",0,0.0,8.0,"['project-management', 'utilities']"
contentful-userland/contentful-action,"['continuous-integration', 'project-management']",5,1.0,13.0,"['continuous-integration', 'project-management']"
souvikns/notion-board,"['project-management', 'utilities']",3,0.0,17.0,"['project-management', 'utilities']"
gregsdennis/dependencies-action,"['project-management', 'utilities']",3,2.0,12.0,"['project-management', 'utilities']"
axosoft/glo-action-move-card,['project-management'],0,1.0,8.0,['project-management']
cchantep/probot-pr-status-label,"['project-management', 'utilities']",1,11.0,7.0,"['project-management', 'utilities']"
plm9606/automerge_actions,"['project-management', 'utilities']",1,4.0,11.0,"['project-management', 'utilities']"
srfrnk/current-time,['time-tracking'],0,,11.0,['time-tracking']
wktk/github-project-connect-action,"['project-management', 'utilities']",1,25.0,9.0,"['project-management', 'utilities']"
lix-pm/setup-lix,"['project-management', 'utilities']",1,1.0,7.0,"['project-management', 'utilities']"
mohd7469/ifttt-action,"['project-management', 'utilities']",1,17.0,7.0,"['project-management', 'utilities']"
shrink/actions-document-publish,"['project-management', 'publishing']",3,0.0,15.0,"['project-management', 'publishing']"
dvjn/wakatime-charts,"['time-tracking', 'utilities']",0,0.0,20.0,"['time-tracking', 'utilities']"
guilouro/multiple-repositories-dispatch,"['continuous-integration', 'project-management']",1,2.0,9.0,"['continuous-integration', 'project-management']"
exodusmovement/asana-actions,['project-management'],3,0.0,8.0,['project-management']
tinkurlab/mirror-labels-to-child-action,['project-management'],0,0.0,7.0,['project-management']
toshimaru/backlog-pr-link-action,"['project-management', 'utilities']",1,0.0,7.0,"['project-management', 'utilities']"
brettcannon/check-for-changed-files,"['continuous-integration', 'project-management']",1,0.0,8.0,"['continuous-integration', 'project-management']"
subhamx/github-project-bot,"['project-management', 'utilities']",1,1.0,7.0,"['project-management', 'utilities']"
muachilin/pig,"['project-management', 'open-source-management']",1,13.0,6.0,"['project-management', 'open-source-management']"
willstenzel/update-monday-status-action,['project-management'],0,2.0,7.0,['project-management']
brcrista/summarize-issues,['project-management'],2,1.0,9.0,['project-management']
jenschelkopf/project-card-moved-notification-action,['project-management'],0,2.0,6.0,['project-management']
yehan-coding/yehan-git-sync,"['project-management', 'open-source-management']",1,0.0,8.0,"['project-management', 'open-source-management']"
pocket-apps/action-update-version,"['project-management', 'publishing']",5,13.0,14.0,"['project-management', 'publishing']"
luanpotter/changes-requested,"['project-management', 'open-source-management']",0,0.0,5.0,"['project-management', 'open-source-management']"
ooliver1/triagecat,"['project-management', 'utilities']",0,6.0,6.0,"['project-management', 'utilities']"
nadock/verified_commits_check,"['project-management', 'utilities']",1,0.0,7.0,"['project-management', 'utilities']"
szenius/notion-update-page,"['continuous-integration', 'project-management']",0,0.0,6.0,"['continuous-integration', 'project-management']"
austenstone/openai-issue-labeler,"['project-management', 'ai-assisted']",30,5.0,13.0,"['project-management', 'ai-assisted']"
dhruvkb/issue-projector,['project-management'],3,2.0,6.0,['project-management']
rickstaa/top-issues-action,"['project-management', 'community']",4,0.0,6.0,"['project-management', 'community']"
matticusau/projectcard-autolabel,"['project-management', 'utilities']",4,0.0,10.0,"['project-management', 'utilities']"
banagale/bossbot-action,"['project-management', 'utilities']",2,0.0,7.0,"['project-management', 'utilities']"
axosoft/glo-action-label-card,['project-management'],0,11.0,7.0,['project-management']
logerfo/close-label,"['project-management', 'utilities']",4,16.0,6.0,"['project-management', 'utilities']"
yogevbd/pr-lint-action,"['continuous-integration', 'project-management']",0,3.0,7.0,"['continuous-integration', 'project-management']"
jonabc/linked-project-columns,['project-management'],1,0.0,5.0,['project-management']
gregziegan/fetch-latest-release,"['project-management', 'publishing']",4,4.0,16.0,"['project-management', 'publishing']"
jamminroot/todo-2-gh-issue,"['project-management', 'utilities']",0,0.0,6.0,"['project-management', 'utilities']"
instantish/milestone-closer,"['project-management', 'open-source-management']",3,2.0,8.0,"['project-management', 'open-source-management']"
d-i-bondarenko/project-labeler,['project-management'],2,7.0,5.0,['project-management']
joeizzard/ghaction-wiki-sync,"['project-management', 'utilities']",0,0.0,8.0,"['project-management', 'utilities']"
dalezak/github-commit-to-trello-card,['project-management'],1,2.0,13.0,['project-management']
foosel/sync-team-with-twitter-list-action,"['project-management', 'community']",0,0.0,6.0,"['project-management', 'community']"
ankur12-1610/pull-request-action,"['project-management', 'open-source-management']",0,1.0,9.0,"['project-management', 'open-source-management']"
daanv2/markdown-action-create-indexes,"['continuous-integration', 'project-management']",0,0.0,6.0,"['continuous-integration', 'project-management']"
smoothbear/project-tree-action,"['project-management', 'utilities']",0,0.0,7.0,"['project-management', 'utilities']"
vers-one/dotnet-project-version-updater,"['continuous-integration', 'project-management']",0,0.0,5.0,"['continuous-integration', 'project-management']"
monry/actions-add-issue-to-project,"['project-management', 'utilities']",2,0.0,8.0,"['project-management', 'utilities']"
chantsune/release-with-commit,"['project-management', 'publishing']",0,3.0,6.0,"['project-management', 'publishing']"
jpb06/bump-package,"['project-management', 'utilities']",0,0.0,5.0,"['project-management', 'utilities']"
akkjon/close-milestone,"['project-management', 'utilities']",0,1.0,5.0,"['project-management', 'utilities']"
joshjohanning/approveops,"['project-management', 'utilities']",1,0.0,5.0,"['project-management', 'utilities']"
redhat-plumbers-in-action/advanced-issue-labeler,"['project-management', 'reporting']",7,1.0,5.0,"['project-management', 'reporting']"
nvti/action-emoji,"['project-management', 'community']",1,1.0,8.0,"['project-management', 'community']"
se06-glasgow-university/lead-time-for-change-action,['project-management'],0,0.0,6.0,['project-management']
namchee/good-weekend,"['project-management', 'reporting']",0,0.0,6.0,"['project-management', 'reporting']"
cometkim/cleankeeper,"['project-management', 'utilities']",0,0.0,4.0,"['project-management', 'utilities']"
thomaseizinger/assign-pr-creator-action,['project-management'],2,0.0,5.0,['project-management']
dawidd6/action-delete-branch,"['project-management', 'utilities']",0,1.0,4.0,"['project-management', 'utilities']"
bdougie/close-issues-based-on-label,['project-management'],0,0.0,6.0,['project-management']
k-kinzal/pr-action,"['project-management', 'utilities']",0,0.0,4.0,"['project-management', 'utilities']"
krizzu/issue-triage-action,"['project-management', 'open-source-management']",1,7.0,4.0,"['project-management', 'open-source-management']"
timheuer/issue-notifier,"['project-management', 'open-source-management']",2,15.0,3.0,"['project-management', 'open-source-management']"
lee-dohm/close-matching-issues,"['project-management', 'utilities']",2,18.0,5.0,"['project-management', 'utilities']"
bencgreenberg/awake-yet-action,"['time-tracking', 'community']",0,1.0,5.0,"['time-tracking', 'community']"
ayan-b/gist-todo-list-action,"['time-tracking', 'utilities']",0,0.0,8.0,"['time-tracking', 'utilities']"
thebongy/version-check,"['project-management', 'publishing']",3,12.0,5.0,"['project-management', 'publishing']"
raulanatol/github-actions-releaser,"['project-management', 'publishing']",0,0.0,6.0,"['project-management', 'publishing']"
actions-ecosystem/action-size,"['project-management', 'utilities']",0,21.0,9.0,"['project-management', 'utilities']"
typeform/siesta,"['time-tracking', 'utilities']",0,3.0,4.0,"['time-tracking', 'utilities']"
stripethree/gpr-janitor,"['project-management', 'utilities']",0,1.0,5.0,"['project-management', 'utilities']"
lucasmotta/pull-request-sticky-header,"['continuous-integration', 'project-management']",1,7.0,5.0,"['continuous-integration', 'project-management']"
umutphp/hacker-laws-action,"['project-management', 'open-source-management']",0,2.0,5.0,"['project-management', 'open-source-management']"
gha-utilities/init-pull-request,"['project-management', 'utilities']",2,4.0,4.0,"['project-management', 'utilities']"
maael/template-repository-usage-action,"['project-management', 'utilities']",0,11.0,8.0,"['project-management', 'utilities']"
agrc/reminder-action,"['time-tracking', 'utilities']",2,0.0,14.0,"['time-tracking', 'utilities']"
uknowwhoim/auto-pr-fork,['project-management'],0,0.0,4.0,['project-management']
evrone-erp/yandex-tracker-action,"['project-management', 'time-tracking']",0,1.0,6.0,"['project-management', 'time-tracking']"
phpdocker-io/github-actions-delete-abandoned-branches,['project-management'],1,2.0,13.0,['project-management']
levi-lesches/blocking-issues,"['project-management', 'open-source-management']",6,0.0,4.0,"['project-management', 'open-source-management']"
samuelcolvin/label-and-assign,"['project-management', 'open-source-management']",0,1.0,4.0,"['project-management', 'open-source-management']"
oinume/create-scheduled-milestone-action,['project-management'],0,0.0,4.0,['project-management']
rematocorp/trello-integration-action,['project-management'],0,0.0,4.0,['project-management']
donmahallem/lerna-label,"['project-management', 'utilities']",2,2.0,4.0,"['project-management', 'utilities']"
browniebroke/hacktoberfest-labeler-action,"['project-management', 'community']",2,1.0,3.0,"['project-management', 'community']"
takanome-dev/assign-issue-action,"['project-management', 'open-source-management']",1,5.0,4.0,"['project-management', 'open-source-management']"
tinkurlab/top-issues-action,"['project-management', 'community']",0,0.0,4.0,"['project-management', 'community']"
coditory/changelog-parser,"['continuous-integration', 'project-management']",3,0.0,11.0,"['continuous-integration', 'project-management']"
ryanvade/aws-credentials-rotation-action,"['project-management', 'security']",2,0.0,3.0,"['project-management', 'security']"
lsegal/github-release-from-changelog-action,"['project-management', 'open-source-management']",1,0.0,5.0,"['project-management', 'open-source-management']"
reececomo/notify-slack-deployed-jira-tickets,['project-management'],0,,4.0,['project-management']
soichisumi/issue-copy-action,"['project-management', 'utilities']",4,5.0,6.0,"['project-management', 'utilities']"
mrgossett/github-action-milestone-schedule,"['project-management', 'utilities']",0,0.0,3.0,"['project-management', 'utilities']"
artemnovichkov/action-zem,"['project-management', 'publishing']",0,0.0,3.0,"['project-management', 'publishing']"
coblox/zenhub-link-pr-to-issue,['project-management'],2,0.0,4.0,['project-management']
joel-hanson/kaggle-kernel-actions,"['project-management', 'publishing']",1,0.0,6.0,"['project-management', 'publishing']"
juztcode/gitter-github-action,"['project-management', 'reporting']",0,4.0,3.0,"['project-management', 'reporting']"
kai-tub/external-repo-sync-action,"['continuous-integration', 'project-management']",0,0.0,5.0,"['continuous-integration', 'project-management']"
nathanielhill/check-pr-label-action,['project-management'],0,,5.0,['project-management']
ibnesayeed/repo-attrs,"['project-management', 'publishing']",1,0.0,4.0,"['project-management', 'publishing']"
shrink/actions-document-sign,"['project-management', 'publishing']",0,0.0,4.0,"['project-management', 'publishing']"
justslone/actions-mention-to-teams,"['project-management', 'open-source-management']",3,12.0,3.0,"['project-management', 'open-source-management']"
siddhant-k-code/json-to-table,"['project-management', 'open-source-management']",0,0.0,5.0,"['project-management', 'open-source-management']"
lee-dohm/calculate-dates-and-times,"['project-management', 'open-source-management']",0,20.0,3.0,"['project-management', 'open-source-management']"
resnovas/label-mastermind,"['project-management', 'utilities']",8,,9.0,"['project-management', 'utilities']"
frasertooth/go-to-sleep,"['project-management', 'reporting']",1,1.0,5.0,"['project-management', 'reporting']"
p3lim/license-year-updater,['project-management'],0,1.0,2.0,['project-management']
orlovm/wiki-action,"['project-management', 'utilities']",2,0.0,7.0,"['project-management', 'utilities']"
n0npax/crystal-ball,['project-management'],0,0.0,3.0,['project-management']
johnlee-jh/changed-files-action,"['continuous-integration', 'project-management']",0,0.0,4.0,"['continuous-integration', 'project-management']"
jonahgoldwastaken/milestone-sprint,['project-management'],2,0.0,3.0,['project-management']
atomix-team/linear-action,['project-management'],2,0.0,3.0,['project-management']
tiwanari/list-merged-pull-requests,"['deployment', 'project-management']",0,0.0,6.0,"['deployment', 'project-management']"
vendoo/gha-cherry-pick,"['continuous-integration', 'project-management']",0,,6.0,"['continuous-integration', 'project-management']"
ory/label-sync-action,"['project-management', 'open-source-management']",0,0.0,5.0,"['project-management', 'open-source-management']"
zattoo/issuer,"['project-management', 'reporting']",0,0.0,3.0,"['project-management', 'reporting']"
ory/milestone-action,['project-management'],0,0.0,6.0,['project-management']
therynamo/jira-telegram,"['project-management', 'open-source-management']",0,10.0,3.0,"['project-management', 'open-source-management']"
luigibertaco/dynamic-template-action,"['project-management', 'utilities']",0,0.0,3.0,"['project-management', 'utilities']"
garlic-team/auto-review,['project-management'],1,2.0,3.0,['project-management']
go-actions/linked-issues,"['project-management', 'utilities']",1,0.0,5.0,"['project-management', 'utilities']"
th3un1q3/kinda-contribute,"['time-tracking', 'community']",0,0.0,4.0,"['time-tracking', 'community']"
ukatech/ukagaka-mirror-md5-ci-build,"['project-management', 'publishing']",0,0.0,5.0,"['project-management', 'publishing']"
guzhongren/algolia-docsearch-upload-action,"['project-management', 'community']",1,1.0,3.0,"['project-management', 'community']"
maanuj-vora/list-contributors,"['project-management', 'utilities']",0,0.0,3.0,"['project-management', 'utilities']"
chipodeil/issueinprogressdayslabeler,['project-management'],4,1.0,6.0,['project-management']
lukas-ruzicka/testflight-feedback,"['project-management', 'reporting']",2,0.0,4.0,"['project-management', 'reporting']"
a11smiles/gitsync,['project-management'],3,0.0,3.0,['project-management']
davideviolante/sprint-milestone-action,"['project-management', 'utilities']",0,0.0,3.0,"['project-management', 'utilities']"
benelan/milestone-action,"['project-management', 'utilities']",0,6.0,3.0,"['project-management', 'utilities']"
tj-actions/github-changelog-generator,"['project-management', 'reporting']",1,0.0,4.0,"['project-management', 'reporting']"
kukovecrok/thumbnails-readme-action,"['continuous-integration', 'project-management']",0,0.0,3.0,"['continuous-integration', 'project-management']"
avinal/github-pages-deploy-action,"['project-management', 'publishing']",1,0.0,5.0,"['project-management', 'publishing']"
danysk/autodelivery,"['continuous-integration', 'project-management']",0,0.0,2.0,"['continuous-integration', 'project-management']"
jetersen/ghaction.file.sync,"['project-management', 'utilities']",4,14.0,9.0,"['project-management', 'utilities']"
zjutszl/my-cool-action,"['project-management', 'utilities']",0,0.0,2.0,"['project-management', 'utilities']"
skullface/issue-comment-template-action,['project-management'],0,0.0,2.0,['project-management']
imjohnbo/extract-issue-template-fields,"['project-management', 'utilities']",2,0.0,5.0,"['project-management', 'utilities']"
jef/conventional-commits-pr-action,"['project-management', 'open-source-management']",0,7.0,13.0,"['project-management', 'open-source-management']"
goshencollege/validate-branch-name,['project-management'],0,0.0,3.0,['project-management']
edwardday/upgrade-gradle-action,"['project-management', 'utilities']",1,3.0,3.0,"['project-management', 'utilities']"
drudzikatlassian/test-action,['project-management'],0,0.0,3.0,['project-management']
axosoft/glo-action-assign-card,['project-management'],0,11.0,3.0,['project-management']
gha-utilities/workspace-commit,"['project-management', 'utilities']",0,0.0,2.0,"['project-management', 'utilities']"
cchantep/probot-jira,"['project-management', 'reporting']",0,2.0,6.0,"['project-management', 'reporting']"
mikehamilton-rw/release-collector,"['continuous-integration', 'project-management']",0,0.0,3.0,"['continuous-integration', 'project-management']"
blakeworsley/gh-actions-clubhouse-pr-updater,"['project-management', 'utilities']",1,3.0,2.0,"['project-management', 'utilities']"
patrickjahns/chlgr,"['project-management', 'utilities']",0,10.0,3.0,"['project-management', 'utilities']"
wktk/conflibot,"['project-management', 'utilities']",2,26.0,7.0,"['project-management', 'utilities']"
ptallen63/todoist-task-action,"['project-management', 'open-source-management']",6,4.0,5.0,"['project-management', 'open-source-management']"
lukasmwerner/prettier_action_java,['project-management'],1,,2.0,['project-management']
mheap/github-action-issue-management,"['project-management', 'open-source-management']",0,14.0,3.0,"['project-management', 'open-source-management']"
javierfernandes/jest-timing-action,"['time-tracking', 'testing']",0,14.0,3.0,"['time-tracking', 'testing']"
mlh-fellowship/create-standup-discussions,"['project-management', 'community']",0,15.0,5.0,"['project-management', 'community']"
pauldruziak/move-labeled-or-milestoned-pull-request,['project-management'],0,0.0,2.0,['project-management']
gerrymanoim/pr-prefix-labeler,"['project-management', 'publishing']",4,3.0,2.0,"['project-management', 'publishing']"
gorillio/github-action-sync,['project-management'],1,0.0,2.0,['project-management']
dgocoder/jira-notify,['project-management'],0,0.0,2.0,['project-management']
link-/gh-issues-ltt,"['project-management', 'utilities']",6,0.0,3.0,"['project-management', 'utilities']"
adgcz/project-activity,['project-management'],14,3.0,2.0,['project-management']
larrylawl/auto-github-issue-labeller-action,"['project-management', 'utilities']",1,0.0,2.0,"['project-management', 'utilities']"
namchee/actions-case-police,"['project-management', 'open-source-management']",0,0.0,6.0,"['project-management', 'open-source-management']"
x-actions/git-push,"['project-management', 'publishing']",0,0.0,3.0,"['project-management', 'publishing']"
deviesdevelopment/workflow-timer,"['time-tracking', 'reporting']",3,0.0,3.0,"['time-tracking', 'reporting']"
pineapple-lab/jira-issue-transitions,"['project-management', 'support']",0,0.0,3.0,"['project-management', 'support']"
nkoppel/push-files-to-another-repository,"['continuous-integration', 'project-management']",0,,4.0,"['continuous-integration', 'project-management']"
rmlio/rml-action,"['project-management', 'utilities']",0,0.0,2.0,"['project-management', 'utilities']"
guyarb/deny-not-updated-branch,"['continuous-integration', 'project-management']",0,13.0,5.0,"['continuous-integration', 'project-management']"
ranemihir/template-validator,"['project-management', 'community']",0,0.0,2.0,"['project-management', 'community']"
agrc/create-reminder-action,"['time-tracking', 'utilities']",0,0.0,8.0,"['time-tracking', 'utilities']"
thomasf34/update-notion,"['project-management', 'utilities']",0,1.0,5.0,"['project-management', 'utilities']"
toshimaru/label-actions,"['project-management', 'open-source-management']",1,5.0,2.0,"['project-management', 'open-source-management']"
farmersdog/release,"['continuous-integration', 'project-management']",0,0.0,1.0,"['continuous-integration', 'project-management']"
sorrowfall/resource-packager,"['project-management', 'utilities']",0,0.0,4.0,"['project-management', 'utilities']"
jumperbot/obliterate-repository,"['project-management', 'utilities']",0,0.0,2.0,"['project-management', 'utilities']"
devops-actions/issue-comment-tag,"['project-management', 'utilities']",0,1.0,4.0,"['project-management', 'utilities']"
andrefcdias/add-to-milestone,"['project-management', 'utilities']",0,5.0,2.0,"['project-management', 'utilities']"
duart38/branch-convention-check,"['continuous-integration', 'project-management']",0,0.0,1.0,"['continuous-integration', 'project-management']"
gki/branch-lifetime,"['continuous-integration', 'time-tracking']",0,0.0,6.0,"['continuous-integration', 'time-tracking']"
monry/actions-get-project-item-id,"['project-management', 'utilities']",0,0.0,3.0,"['project-management', 'utilities']"
d1ceward/draft-assets-release-action,"['project-management', 'utilities']",0,0.0,2.0,"['project-management', 'utilities']"
dblock/create-a-github-issue,"['project-management', 'open-source-management']",5,3.0,3.0,"['project-management', 'open-source-management']"
jira-tools/action-jira-linter,"['project-management', 'utilities']",2,16.0,5.0,"['project-management', 'utilities']"
contractify/label-and-assign,"['project-management', 'utilities']",0,0.0,2.0,"['project-management', 'utilities']"
simonmisencik/gitops-environment-propagation,"['deployment', 'project-management']",0,0.0,1.0,"['deployment', 'project-management']"
jlcaraballo/gh-notion,['project-management'],0,0.0,2.0,['project-management']
justin-jhg/jira-release-actions,"['continuous-integration', 'project-management']",0,6.0,3.0,"['continuous-integration', 'project-management']"
aidan-mundy/react-to-issue,"['project-management', 'utilities']",0,0.0,2.0,"['project-management', 'utilities']"
marcoieni/release-plz-action,"['project-management', 'publishing']",0,0.0,3.0,"['project-management', 'publishing']"
redhat-plumbers-in-action/devel-freezer,"['project-management', 'utilities']",6,0.0,2.0,"['project-management', 'utilities']"
gowizzard/compver,"['project-management', 'publishing']",0,0.0,2.0,"['project-management', 'publishing']"
zero88/gh-project-context,"['continuous-integration', 'project-management']",6,0.0,2.0,"['continuous-integration', 'project-management']"
kiali/kiali-epic-action,"['project-management', 'utilities']",0,0.0,1.0,"['project-management', 'utilities']"
hamuyuuki/pushing-hours-restriction,"['deployment', 'time-tracking']",0,15.0,5.0,"['deployment', 'time-tracking']"
danysk/yaagha,"['continuous-integration', 'project-management']",1,0.0,1.0,"['continuous-integration', 'project-management']"
technote-space/download-annotations-action,"['project-management', 'utilities']",3,2.0,1.0,"['project-management', 'utilities']"
loxygenk/taskonfirm,"['project-management', 'utilities']",0,0.0,1.0,"['project-management', 'utilities']"
chontawee/gj-find-transition-issues,"['project-management', 'support']",0,0.0,2.0,"['project-management', 'support']"
bloobirds-it/action-transition-multiple-jira-issues,"['continuous-integration', 'project-management']",1,,4.0,"['continuous-integration', 'project-management']"
flavioaandres/call-endpoints-action,['time-tracking'],0,0.0,2.0,['time-tracking']
nionata/ezreleases,"['project-management', 'publishing']",0,0.0,1.0,"['project-management', 'publishing']"
monoku/sync-branches-pr,['project-management'],0,2.0,0.0,['project-management']
tyirvine/unity-actions-autoformat,"['project-management', 'utilities']",0,0.0,3.0,"['project-management', 'utilities']"
creesch/github-latest-release-zip,"['project-management', 'utilities']",0,0.0,4.0,"['project-management', 'utilities']"
wizkas0/pr-labelgenerator,"['project-management', 'utilities']",0,0.0,1.0,"['project-management', 'utilities']"
logerfo/close-action,"['project-management', 'utilities']",5,4.0,1.0,"['project-management', 'utilities']"
mxie/close-outdated-issues-action,"['project-management', 'utilities']",0,0.0,2.0,"['project-management', 'utilities']"
logerfo/triage-action,"['project-management', 'utilities']",5,4.0,1.0,"['project-management', 'utilities']"
dirrk/action-docs,"['project-management', 'utilities']",0,1.0,2.0,"['project-management', 'utilities']"
esomore/argocd-pr-cleanup,"['continuous-integration', 'project-management']",0,0.0,1.0,"['continuous-integration', 'project-management']"
delivered/trello-github-action,"['project-management', 'reporting']",0,3.0,1.0,"['project-management', 'reporting']"
kyoyadmoon/milestone-actions,"['project-management', 'utilities']",1,7.0,1.0,"['project-management', 'utilities']"
moustacheful/github-api-exec-action,"['project-management', 'utilities']",0,16.0,1.0,"['project-management', 'utilities']"
ilyam8/periodic-pr-labeler,"['project-management', 'open-source-management']",0,0.0,1.0,"['project-management', 'open-source-management']"
yellowmegaman/prtrigger,"['project-management', 'open-source-management']",0,0.0,1.0,"['project-management', 'open-source-management']"
vipulbhj/pull-request-notifier,"['project-management', 'reporting']",0,1.0,1.0,"['project-management', 'reporting']"
